6024.0,4445.0,7108.0,4333.0,5528.0,6204.0,5593.0,6328.0,4070.0,6518.0,7216.0,5044.0,7043.0,5108.0,4813.0,52.0,6185.0,5591.0,5870.0,6143.0,4793.0,4630.0,5059.0,6038.0,5410.0,6170.0,4519.0,6364.0,1037.0,5484.0
5372.0,147.0,155.0,4303.0,2856.0,6180.0,6380.0,4982.0,87.0,115.0,7902.0,125.0,172.0,124.0,3566.0,51.0,60.0,7345.0,224.0,5518.0,6778.0,159.0,67.0,1894.0,4461.0,9391.0,6288.0,175.0,122.0,114.0
5789.0,118.0,4319.0,6990.0,97.0,5405.0,6415.0,9132.0,108.0,72.0,116.0,121.0,7761.0,9247.0,99.0,51.0,81.0,5971.0,9078.0,130.0,6983.0,83.0,65.0,5879.0,7034.0,7891.0,4286.0,111.0,80.0,97.0
7187.0,2338.0,4172.0,5529.0,2959.0,5225.0,3095.0,2558.0,2063.0,1771.0,3571.0,2384.0,4032.0,2679.0,4821.0,197.0,2367.0,6553.0,5883.0,6400.0,2239.0,3213.0,2623.0,4352.0,6292.0,5848.0,4976.0,177.0,2049.0,4709.0
6031.0,4992.0,5140.0,5949.0,5658.0,5439.0,5467.0,6290.0,3633.0,4985.0,222.0,2197.0,4820.0,5976.0,4666.0,52.0,3567.0,6556.0,5966.0,8003.0,6064.0,5903.0,5014.0,4367.0,5021.0,6817.0,5412.0,6135.0,180.0,2253.0
5380.0,147.0,155.0,417.0,443.0,4888.0,6350.0,571.0,87.0,115.0,230.0,125.0,172.0,124.0,227.0,51.0,60.0,5005.0,230.0,338.0,4359.0,159.0,67.0,224.0,4876.0,228.0,229.0,175.0,122.0,114.0
171.0,118.0,163.0,3972.0,97.0,6884.0,4356.0,146.0,108.0,72.0,116.0,121.0,161.0,7331.0,99.0,51.0,81.0,4331.0,255.0,130.0,9290.0,83.0,65.0,415.0,220.0,3441.0,5842.0,111.0,80.0,97.0
6672.0,3785.0,7171.0,4961.0,3275.0,5760.0,5416.0,4421.0,2806.0,2841.0,4229.0,4970.0,4873.0,4491.0,5252.0,4252.0,2897.0,5098.0,5550.0,6123.0,3928.0,4901.0,3405.0,4741.0,5481.0,5673.0,5510.0,4588.0,4468.0,5902.0
5665.0,5828.0,7029.0,5471.0,4792.0,6018.0,5418.0,6094.0,5723.0,6297.0,5590.0,6076.0,6623.0,5952.0,5087.0,52.0,4384.0,4969.0,5257.0,6480.0,5356.0,6278.0,4601.0,7333.0,6366.0,6310.0,6081.0,4889.0,5348.0,3891.0
4801.0,151.0,148.0,3832.0,173.0,5254.0,90.0,96.0,88.0,103.0,158.0,119.0,173.0,141.0,192.0,51.0,60.0,197.0,225.0,129.0,258.0,1581.0,66.0,3342.0,2908.0,219.0,122.0,104.0,99.0,95.0
5879.0,6644.0,7038.0,5481.0,7299.0,4604.0,138.0,5226.0,4264.0,85.0,156.0,121.0,5065.0,5327.0,7069.0,126.0,61.0,6183.0,6562.0,4819.0,7201.0,6459.0,75.0,6007.0,6663.0,6252.0,4711.0,146.0,3265.0,104.0
6700.0,2466.0,3439.0,5742.0,3584.0,5330.0,3785.0,3870.0,4253.0,2557.0,4052.0,4058.0,4713.0,4341.0,5917.0,197.0,2540.0,5973.0,5719.0,6233.0,4556.0,4162.0,2710.0,5735.0,5435.0,5658.0,6002.0,2024.0,2372.0,4733.0
6024.0,4445.0,7108.0,4333.0,5528.0,6204.0,5593.0,6328.0,4070.0,6518.0,7216.0,5044.0,7043.0,5108.0,4813.0,52.0,6185.0,5591.0,5870.0,6143.0,4793.0,4630.0,5059.0,6038.0,5410.0,6170.0,4519.0,6364.0,1037.0,5484.0
333.0,151.0,148.0,355.0,173.0,2098.0,90.0,96.0,88.0,103.0,158.0,119.0,173.0,141.0,192.0,51.0,60.0,197.0,225.0,129.0,258.0,402.0,66.0,2627.0,393.0,219.0,122.0,104.0,99.0,95.0
147.0,72.0,284.0,277.0,114.0,1969.0,258.0,95.0,126.0,72.0,158.0,92.0,167.0,71.0,99.0,51.0,61.0,229.0,283.0,130.0,2050.0,84.0,65.0,171.0,309.0,232.0,324.0,111.0,78.0,92.0
